2016-04-01 13:28:26   24526012  Brick-breaking Wushu Kungfu - HKWSJ - SML.mp4
2014-10-22 18:24:42   45766316 A2B_electric_bike.mp4
2016-06-01 17:08:02   24533977 ABC4_News_Coverage.mp4
2014-10-22 18:24:46    6178891 AGreenRoadGlobalGlacier.mp4
2014-10-22 18:24:51   50779893 A_Virtual_Field_Trip_to_Fort_Ticonderoga.mp4
2014-10-22 18:24:57   31248135 Abacas_vs_Calculator.mp4
2014-10-22 18:25:02    2827493 Aborigines.mp4
2016-05-18 10:30:14   21856829 AboutStudiesWeekly_16May2016_360p.mp4
2016-05-18 10:32:47   98546506 AboutStudiesWeekly_16May2016_720p.mp4
2016-06-21 08:21:44   81235724 AbrahamLincoln_ENG_06-21-2016_720p_V2.mp4
2014-10-22 18:25:12   11026656 Acropolis_Athens_Greece.mp4
2014-10-22 18:25:14    2138101 Adlai Stevenson 1952 Campaign Ad - YouTube.mp4
2014-10-22 18:25:15    2187862 Adolf-Hitler.mp4
2014-10-22 18:25:19    5196224 Aint_Gonna_Let_Nobody_Turn_Me_Around_medium.mp4
2016-04-12 12:18:53    4616260 Air Pressure Experiment.mp4
2016-02-03 16:32:59    1272735 Air_Blower_stove.mp4
2014-10-22 18:25:28    3928528 AlfLandonSpeech.mp4
2014-10-22 18:25:31    8062348 AlgalBloomLakeErie.mp4
2014-10-22 18:25:32   16967613 All_the_President_s_Pens.mp4
2014-10-22 18:25:34   32835332 Alligator_Video.mp4
2014-10-22 18:25:36    5193638 Alma.mp4
2014-10-22 18:25:39    1645046 Amelia.mp4
2014-10-22 18:25:41   29120949 AmericanRedCrossUSArmy.mp4
2014-10-22 18:25:44    4885547 American_Gothic2.mp4
2014-10-22 18:25:45    9973096 American_Indian_headdress.mp4
2014-10-22 18:25:47   13861908 American_Indian_houses.mp4
2016-05-18 10:17:34    3140561 American_Sign_Language_demo_-_Travis_Dougherty.ogv.480p.mp4
2014-10-22 18:25:48    1909957 American_flag.mp4
2014-10-22 18:25:49   22740973 Americas presidents.mp4
2014-10-22 18:25:51   22740973 Americas_presidents.mp4
2014-10-22 18:25:55    8470538 Anasazi.mp4
2014-10-22 18:25:56   11940441 Ancient Africa.mp4
2014-10-22 18:25:57   13825720 Ancient_Egypt-1.mp4
2014-10-22 18:25:59    9995954 Ancient_Egypt.mp4
2014-10-22 18:26:02   11962606 Anhinga.mp4
2014-10-22 18:26:06    1004936 Annie_Oakley_shooting_glass_balls.mp4
2014-10-22 18:26:07   56129451 Anti-AutomobileLaws.mp4
2016-04-29 14:55:44   45285627 Apollo 11 Saturn V Launch  Tracking [HD].mp4
2014-10-22 18:26:16    2112715 Apollo_17_astronauts_singing_on_the_moon.mp4
2016-02-19 13:08:52   19687001 Apolo Ohno Talks About the Power of Sports.mp4
2014-10-22 18:26:20   10950404 Archaeology Dig.mp4
2016-02-26 12:19:08    1238392 Archimedes_Screw.mp4
2014-10-22 18:26:25   26746176 Armadillo.mp4
2014-10-22 18:26:29    2016554 Ashe.mp4.mp4
2014-10-22 18:26:31   16689474 Asian_Market.mp4
2014-10-22 18:26:34    2945678 AtomicClock.mp4
2014-10-22 18:26:35   13231793 Atomic_Bomb_Exploding.mp4
2014-10-22 18:26:39   13984982 AuntPhoebeBoydOnCottonPicking.mp4
2014-10-22 18:26:42   45880176 Avenue_of_the_Giants.mp4
2014-10-22 18:26:45   19107585 Aviation_history_and_GPS.mp4
2014-10-22 18:26:47   19708992 AztecRuinsOfArizonAndNewMexico.mp4
2014-10-22 18:26:50   15915948 BabeRuth.mp4
2014-10-22 18:26:53    4700890 BabyFood.mp4
2014-10-22 18:26:55   20521774 Bacteria_under_the_Microscope.mp4
2014-10-22 18:26:58     578659 Bald_eagle_audio.mp4
2016-04-14 10:50:43   61354134 Balloon String Race.mp4
2014-10-22 18:27:02   46884531 Battle of Antietam.mp4
2014-10-22 18:27:05   41135380 Battle of Midway.mp4
2014-10-22 18:27:10    2374415 Battleship-Maine.mp4
2014-10-22 18:27:14    5930290 Beethovens_5th.mp4
2014-10-22 18:27:16   24898342 Ben_Jerry_s_Ice_Cream_Factory_Tour.mp4
2014-10-22 18:27:27    8908411 Berlin_wall_fall.mp4
2014-10-22 18:27:30     663177 Bicentennial_Bell_Video_U_S_National_Park_Service_inde_bicenntennial_bell_480x270.mp4
2015-07-23 16:11:12   46293403 Big_Rock_Candy_Mountain.mp4
2014-10-22 18:27:32   38660989 Bike_Safe_Bike_Smart.mp4
2014-10-22 18:27:34   50342854 Bill of Rights Rap.mp4
2016-02-03 15:57:56   30067548 Blacksmiths_anvil.mp4
2014-10-22 18:27:42   41951675 Blind_Seeing.mp4
2014-10-22 18:27:45    6705489 BloodDiamonds.mp4
2014-10-22 18:27:47   73989168 Boating-Fire-Fighters.mp4
2016-03-01 12:12:15    7445721 Boiling_Water_Evaporates.mp4
2016-04-08 10:50:55    3745917 Bose_Einstein_Condensation.mp4
2014-10-22 18:27:58    8047886 Bostons_Historic_Holiday_Stroll.mp4
2014-10-22 18:28:00   47606515 Boulder_Dam_-_Before_the_Concrete.mp4
2014-10-22 18:28:03   44734419 Boulder_Dam_-_Made_of_Concrete.mp4
2014-10-22 18:28:08    8522622 Brain.mp4
2016-05-10 16:39:31   21064662 Brake - Living Memories Online Video.mp4
2016-05-11 12:05:05   21064662 Brake - Living Memories Online Video001.mp4
2014-10-22 18:28:10    2972320 Brian.mp4
2016-07-29 12:26:10   10380905 Bring History To Life! (subtitled).mp4
2015-07-14 13:33:57   43480552 Bring History to Life with Studies Weekly.mp4
2014-10-22 18:28:17   13236008 Building_the_Transcontinental_Railroad.mp4
2014-10-22 18:28:19   11356124 BullFighting.mp4
2014-10-22 18:28:23   21253230 BungeeJumping.mp4
2014-10-22 18:28:27   26586834 Business_Economics.mp4
2014-10-22 18:28:29   16439436 Business_Economics2.mp4
2014-10-22 18:28:36   32849092 California_and_Humboldt_Redwoods.mp4
2014-10-22 18:28:44    7165145 Capitol__Dome.mp4
2014-10-22 18:28:50    3142570 Carl_Sagan.mp4
2014-12-30 12:51:39    5353844 Carver_at_Tuskegee.mp4
2014-10-22 18:28:55    3003884 Castle.mp4
2014-10-22 18:29:00   77548651 Celebrating Juneteenth.mp4
2016-05-04 12:08:51     515003 Cell Animation.mp4
2016-05-04 13:00:36     595578 Cell Division.mp4
2014-10-22 18:29:05   17035131 Cell_Phone_Design.mp4
2014-10-22 18:29:07   13268025 Census.mp4
2014-10-22 18:29:09   84566642 Cesar Chavez Video.mp4
2014-10-22 18:29:16    4476584 ChalkTalk.mp4
2014-10-22 18:29:16   16918528 Chalk_Talk_Electromagnetic_Radiation.mp4
2014-10-22 18:29:18     518248 Challenger_Explosion.mp4
2014-10-22 18:29:21    2222011 Charles_Lindbergh_flight_to_Brussels.mp4
2014-10-22 18:29:22   36571615 Check_your_steps_Food_Safety.mp4
2016-04-08 10:23:49    9394853 Chemical Ball - English.mp4
2014-10-22 18:29:26    7865831 Cherokee Perspective.mp4
2014-10-22 18:29:32    3975302 Chief_of_Naval_Operations_Veterans_Day_Message.mp4
2014-10-22 18:29:34    4318332 Chinese_children_football-soccer_game.mp4
2014-10-22 18:29:38   47630237 Christopher Columbus.mp4
2014-10-22 18:29:44    2891620 Churchill_at_Harvard.mp4
2014-10-22 18:29:46    7242756 CincodeMayoFacts.mp4
2015-04-06 17:52:02   45243887 Circle Maps.mp4
2016-04-18 13:28:52   16366057 Climate, Reefs, and Resilience.mp4
2014-10-22 18:29:53    6374731 Climate_Change.mp4
2014-10-22 18:29:54    3795574 Clinton's Response to the Lewinsky Allegations.mp4
2014-10-22 18:29:55    3864136 ClintonInaguratedy.mp4
2016-06-06 15:30:12   10698944 Clothes_Wringer.mp4
2014-10-22 18:30:00   10190635 CodeTalker.mp4
2014-10-22 18:30:09    3213666 Commercial-GeorgeWallace1968ElectionAdonVietNam_512kb.mp4
2014-10-22 18:30:09    4356683 Commercial-Goldwater1964ElectionAdBigGovernment_512kb.mp4
2014-10-22 18:30:10    4338966 Commercial-LBJ1964ElectionAdDaisyGirl_512kb.mp4
2014-10-22 18:30:12    4346725 Commercial-LBJ1964ElectionAdGirlwIceCreamCone_512kb.mp4
2016-03-03 12:51:59    3928148 Conduction - which ice will melt first-.mp4
2016-03-08 12:06:24    2142247 Conduction, Convection, Radiation.mp4
2014-11-17 13:16:23  137765613 Congressional Medal Ceremony.mp4
2016-04-18 17:51:57   26925588 Conspiracy of Science - The Expanding Earth.mp4
2016-02-26 14:58:49    4084498 Constructing a Hypothesis.mp4
2014-10-22 18:30:15    1036828 ContinentalDrift.mp4
2014-10-22 18:30:17    8913387 ContourLines.mp4
2014-10-22 18:30:18    5671265 Contour_Lines.mp4
2016-02-26 15:05:56    3687090 Control and Variable Groups.mp4
2014-10-22 18:30:21   10851771 Coral_Snake.mp4
2014-10-22 18:30:22   10851771 Coral_Snake1.mp4
2014-10-22 18:30:27   16561969 Cotton_Gin.mp4
2014-10-22 18:30:29   43188535 Cottontail_Rabbit.mp4
2014-10-22 18:30:33   18163948 Cowboy_Song.mp4
2016-06-15 09:37:23   10412795 Croom_Motorcycle_Park.mp4
2014-10-22 18:30:39   23144501 Cuban_Crisis.mp4
2016-02-16 11:34:59    5581862 CubeStormer II.mp4
2014-10-22 18:30:42    9646138 Currency.mp4
2014-10-22 18:30:44   22395011 Cut Pyramids.mp4
2014-10-22 18:30:45    2024720 D Day address.mp4
2014-10-22 18:30:47    7271255 DNA.mp4
2016-05-20 17:13:19   30057023 DOD_100490321-1280x720-3000k.mp4
2016-04-27 10:40:36   44618274 DOD_100634497.mp4
2016-06-09 11:58:40   41144031 DOD_100793388-720x406-1500k.mp4
2016-05-20 16:00:54   35508650 DOD_102743730-1280x720-2765k.mp4
2016-06-07 12:43:34   13905416 DOD_103112280-1024x576-1769k.mp4
2016-02-19 11:03:41   10419062 DOGS- Animals for children. Kids videos. Kindergarten - Preschool learning.mp4
2014-10-22 18:30:48    2024720 D_Day_address.mp4
2014-10-22 18:30:51   50710377 Dance_Styles.mp4
2014-10-22 18:30:56   25218891 Danger_Signs.mp4
2014-10-22 18:31:03   15294071 DeBakey_Heart_Pump.mp4
2015-02-27 10:55:02  138123118 Dealey_Plaza_FC_v1.mp4
2014-10-22 18:31:05    8407350 Death_of_Billy_3.mp4
2016-03-03 12:33:57   30622116 Defying Gravity.mp4
2014-10-22 18:31:11   28685132 Defying_Gravity.mp4
2014-10-22 18:31:15    7569733 Democracy.mp4
2016-06-01 18:00:03   20928473 Derrin_Hill_explains_10x10_challenge.mp4
2014-10-22 18:31:17   21026673 Desert.mp4
2014-10-22 18:31:19    3120392 DesertStormattack.mp4
2014-10-22 18:31:20    5548858 DesertStormplan.mp4
2014-10-22 18:31:22    1979387 Desert_Winter_Time.mp4.mp4
2014-10-22 18:31:23    4127929 Deserts.mp4
2014-10-22 18:31:26    7174591 DiamondCheck.mp4
2015-12-09 10:39:20   51087630 Diamondback POV Kings Island_new.mp4
2014-10-22 18:31:27    2803713 DianeRavitch.mp4
2014-10-22 18:31:30    3968524 DigestiveSystem.mp4.mp4
2014-10-22 18:31:31    8755320 Dinosaur.mp4
2015-03-25 09:54:55   67961159 Dinosaur_Valley_FC_v1.mp4
2014-10-22 18:31:33   51483002 Dirty_Little_Secrets_Full_Version.mp4
2014-10-22 18:31:36   20243363 Dirty_little_secrets.mp4
2014-10-22 18:31:38   12997493 Dirty_little_secrets_cleaning.mp4
2014-10-22 18:31:40    2720066 Disneyland Dedication.mp4
2016-05-09 09:41:22    3038083 Division of a bacterial cell.mp4
2014-10-22 18:31:42    8292831 Dogpark.mp4
2016-01-08 16:10:59    5809982 Donkey Braying.mp4
2016-04-22 14:08:13    7321881 Dough Rising... Boring... DO NOT WATCH!.mp4
2014-10-22 18:31:46    5658362 Douglass_called_to_be_a_speaker.mp4
2014-10-22 18:31:47    5662856 Douglasscalledtobespeaker.mp4
2016-03-31 11:24:20   15885750 Dr. Viktor E. Frankl's vision of a Statue of Responsibility.mp4
2014-10-22 18:31:50    2642520 Draining_Earths_oceans.mp4
2014-10-22 18:31:52    2479638 DrinkWatersong.mp4
2014-10-22 18:31:52    2755482 DrinkWatersong_(2).mp4
2014-10-22 18:31:57   28243027 Dust_Bowl.mp4
2016-04-27 15:06:00   13155148 Dust_Models_Paint_Aliens_View_of_Solar_System.mp4
2016-04-12 15:47:19    8670944 Dyson turbulence video.mp4
2016-10-27 09:37:30 6682793127 EKV ALL CLIPS 1-26-08.mp4
2016-03-31 09:27:13  105109481 EKV_GettingStarted_ENG_720p.mp4
2016-04-01 17:15:36  105109481 EKV_GettingStarted_ENG_720p001.mp4
2014-10-22 18:32:06    4144172 EU-OdeToJoy.mp4
2017-02-01 14:42:02   35808020 EXC_S0A_INS_AA_CivilRightsHowTo_WK0A_ENG_720p.mp4
2016-04-29 17:25:02    9826423 EXC_S0A_MIS_AA_AboutStudiesWeekly2016_WK0A_ENG_360p.mp4
2016-04-29 17:11:18   96408925 EXC_S0A_MIS_AA_AboutStudiesWeekly2016_WK0A_ENG_720p.mp4
2016-05-09 12:26:37   33576114 EXC_S0A_MIS_AA_JohnathanBronson_WK0A_ENG_May092016_360p_01.mp4
2016-05-09 12:40:57   33576114 EXC_S0A_MIS_AA_JohnathanBronson_WK0A_ENG_May092016_360p_01001.mp4
2014-10-22 18:32:07   22297951 Earhart.mp4
2014-10-22 18:32:09    8429681 EarnPoints-web.mp4
2015-06-18 15:51:54    4413610 Earth_39_s_Axis.mp4
2016-04-15 13:05:53    9193334 Earthworm Helpers.mp4
2016-04-11 14:59:09    9538085 Earthworm crawling on wet ground after the rain.mp4
2016-02-01 14:18:19    9282980 Eastern_Box_Turtle__Terrapene_carolina_carolina__in_USA.mp4
2014-10-22 18:32:13    2169792 EatsMouse.mp4
2014-10-22 18:32:14   16965482 Edison.mp4
2014-10-22 18:32:18    4516882 Edited.mp4
2015-06-24 14:49:58    5351245 Efectful_domino_new.mp4
2014-10-22 18:32:20    1888725 Egret_in_Central_Park_Taking_Flight_medium.mp4
2014-10-22 18:32:22   20118263 Einstein.mp4
2015-10-28 16:20:59   23393273 El Mes de la Historia Negra %28Espanol%29.mp4
2014-10-22 18:32:26   15661658 EleanorRooseveltHumanRightsSpeech.mp4
2016-04-12 13:31:06    6217453 Electric Circuit.mp4
2014-10-22 18:32:31   87969540 Ellis_Island_Project.mp4
2014-10-22 18:32:36   13014141 ElvisSomething.mp4
2014-10-22 18:32:38   11935031 Emancipation_Act.mp4
2016-08-17 07:49:56    8137713 Emmett_Till.mp4
2016-08-17 16:12:08   50310696 Emmett_Till_Remembered_No_Graphic_Image.mp4
2014-10-22 18:32:41    4488105 Endeavour_to_Mir.mp4
2014-10-22 18:32:42    4235300 Enduring_Freedom_-_SSG_Dustin_Watson.mp4
2014-10-22 18:32:44    5376783 Eruption_of_Old_Faithful.mp4
2015-12-09 11:04:45   44078279 Euro Bobbles - Kings Island_new.mp4
2016-01-09 13:46:07   17071623 Every Kid Votes 1a election video (1).mp4
2016-01-09 13:49:05   25239638 Every Kid Votes 2 election 2012 video (1) (1).mp4
2016-01-09 13:50:53   16281456 Every Kid Votes 3 election video (1).mp4
2016-01-09 13:53:42   24664470 Every Kid Votes 4 election video (1).mp4
2016-08-25 15:17:37   20028895 Every Kid Votes 4 election video_FINAL_360p_V8.mp4
2016-05-09 11:47:07    7506426 Exc_S0A_MIS_AA_EveryKidVotesResponsibilityWebsite_WK0A_ENG_360p.mp4
2016-05-09 13:08:08    7506426 Exc_S0A_MIS_AA_EveryKidVotesResponsibilityWebsite_WK0A_ENG_360p001.mp4
2016-05-09 11:48:21   95622385 Exc_S0A_MIS_AA_EveryKidVotesResponsibilityWebsite_WK0A_ENG_720p.mp4
2016-05-18 10:52:21    9968281 Exc_S0A_MIS_AA_FrantzBelot_WK0A_ENG_May112016_360p.mp4
2016-05-18 10:54:29   92760466 Exc_S0A_MIS_AA_FrantzBelot_WK0A_ENG_May112016_720p.mp4
2017-01-31 15:26:27  207809822 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Jan312017_360p.mp4
2017-02-02 10:27:41    2989082 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q01_360p.mp4
2017-02-02 10:27:39    1975630 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q02_360p.mp4
2017-02-02 10:27:37    4617645 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q03_360p.mp4
2017-02-02 10:27:04    4148635 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q04_360p.mp4
2017-02-02 10:27:10    3711332 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q05_360p.mp4
2017-02-02 10:27:24    1912371 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q06_360p.mp4
2017-02-02 10:27:33   11269148 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q07_360p.mp4
2017-02-02 10:27:01    3115015 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q08_360p.mp4
2017-02-02 10:26:57    6377455 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q09_360p.mp4
2017-02-02 10:27:12   14910966 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q10_360p.mp4
2017-02-02 10:27:06    9191134 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q11_360p.mp4
2017-02-02 10:27:26   14399577 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q12_360p.mp4
2017-02-02 10:27:20   10372121 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q13_360p.mp4
2017-02-02 10:26:37    9226423 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q14_360p.mp4
2017-02-02 10:26:41    4887281 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q15_360p.mp4
2017-02-02 10:26:44   10642653 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q16_360p.mp4
2017-02-02 10:26:54    3701589 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q17_360p.mp4
2017-02-02 10:25:45    1136215 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q18_360p.mp4
2017-02-02 10:25:38    2065131 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q19_360p.mp4
2017-02-02 10:26:05    7539535 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q20_360p.mp4
2017-02-02 10:26:08    2588166 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q21_360p.mp4
2017-02-02 10:26:09    2170403 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q22_360p.mp4
2017-02-02 10:26:34    4339315 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q23_360p.mp4
2017-02-02 10:25:35    4928098 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q24_360p.mp4
2017-02-02 10:25:30    6971282 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q25_360p.mp4
2017-02-02 10:26:03    3242350 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q26_360p.mp4
2017-02-02 10:25:37    3134885 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q27_360p.mp4
2017-02-02 10:26:47    2280448 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q28_360p.mp4
2017-02-02 10:26:50    9414695 Exc_S0A_MIS_AA_OnlineAssembly2017_WK0A_ENG_Q29_360p.mp4
2017-02-03 16:36:43  116339661 Exc_S0A_MIS_AA_OnlineAssemblyReading2017_WK0A_ENG_Feb022017_360p.mp4
2016-04-11 11:39:47   97410817 Exc_S0A_SCW_AA_FoundationFundraisingWeb_WK0A_ENG_V3_Apr072016_720p.mp4
2016-04-25 10:38:57   43701954 Exc_S0A_SCW_AA_FoundationFundraisingWeb_WK0A_ENG_V4_Apr212016_360p.mp4
2016-04-25 10:40:39   99488856 Exc_S0A_SCW_AA_FoundationFundraisingWeb_WK0A_ENG_V4_Apr212016_720p.mp4
2016-03-29 15:11:02    3813717 Explanation of Circulatory System - Jerry and Hang.mp4
2014-10-22 18:32:51   84368035 ExtremeMachine!.mp4
2014-10-22 18:32:58   28310852 FDR Dies.mp4
2014-10-22 18:33:00    4776874 FDR signs Social Security.mp4
2014-10-22 18:33:02   21919405 FDR.mp4
2014-10-22 18:33:04    5017561 FDRBlitz.mp4
2014-10-22 18:33:05   28310852 FDR_Dies.mp4
2014-10-22 18:33:07    3599139 FDR_Inaugural_Speech.mp4
2014-10-22 18:33:13    7327128 Fair_trade_207148240.mp4
2016-04-12 14:32:30     807664 Falling Objects.mp4
2014-10-22 18:33:17   27695762 Fantastic_Yellowstone.mp4
2014-10-22 18:33:19    8595886 Farm_Progress_Show_2011.mp4
2014-10-22 18:33:22   27746558 Father_s_Day.mp4
2014-10-22 18:33:26   12668484 Feeding_Hay_to_Cows.mp4
2014-10-22 18:33:28   10037776 Felt_Making_Video.mp4
2014-10-22 18:33:30   21380031 Ferry_Across_Lake_Champlain_VFT.mp4
2014-10-22 18:33:32    5971183 FifeandDrums.mp4
2014-10-22 18:33:35    6601085 Firefighters.mp4
2014-10-22 18:33:39    3586355 FirstLaw.mp4
2014-10-22 18:33:44    1163000 First_man_on_moon.mp4
2014-10-22 18:33:46   18732567 Flag_Retirement.mp4
2014-10-22 18:33:52   14132862 Flintknapping.mp4
2016-03-03 14:14:52    6152234 Floating and Sinking.mp4
2014-10-22 18:33:54     689947 Florence_Nightingale_quote.mp4
2015-06-05 15:27:17  139503937 Florida_Saint_Augustin_Castello_de_San_Marcos.mp4
2014-10-22 18:33:56    7357014 Fog_web.mp4
2014-10-22 18:33:58   18331283 Force-web.mp4
2014-10-22 18:34:02   10473774 Forrests.mp4
2014-10-22 18:34:06   76341163 Fountain_Hughes_Interview_video.mp4
2014-10-22 18:34:15   18113171 Freedom_Seekers_Stories_From_the_Western_Underground_Railroad.mp4
2014-10-22 18:34:18    3387701 FrogsinaPond.mp4
2014-10-22 18:34:22    3755458 Funny_Car_Boat.mp4
2014-10-22 18:34:24    6699720 GPS_explained.mp4
2016-04-19 13:26:08    1002192 GREAT HAC PILLAR CLOCK- FREE PENDULUM - WALNUT AND CHERRY TREE- 1910 - 1920.mp4
2014-10-22 18:34:25    1787458 GWC.mp4
2014-10-22 18:34:26    6803487 GallopinGertie.mp4
2014-10-22 18:34:27    6803487 GallopinGertie1.mp4
2014-10-22 18:34:29    4744059 Gangam-Style.mp4
2014-10-22 18:34:31   15998121 Gas_molecules_experiment.mp4
2014-10-22 18:34:32    5913912 Gas_molecules_introduction.mp4
2014-10-22 18:34:34   29753426 Gateway_Arch.mp4
2014-10-22 18:34:37   26400933 Gateway_Arch2.mp4
2014-10-22 18:34:39   31672366 Gateway__Arch.mp4
2014-10-22 18:34:41   23144495 Gateway__Arch1.mp4
2014-10-22 18:34:45    5606134 George Bush 1992 TV Ad What I Am Fighting For - YouTube.mp4
2014-10-22 18:34:46    1753697 George W Bush 2000 Campaign Ad - YouTube.mp4
2014-10-22 18:34:53    6600912 Gerald Ford 1976 TV Ad Peace - YouTube.mp4
2014-10-22 18:34:55    4099893 GeronimoAndGeneralGeorgeCrookChiefGreyWolf.mp4
2014-10-22 18:34:58   35928193 Giant_Sequoia.mp4
2015-12-11 16:54:31    8283453 Glines Canyon Dam removal.mp4
2014-10-22 18:35:02     660023 Globe_to_Map.mp4
2014-10-22 18:35:03    5298514 Gold_Rush.mp4
2014-10-22 18:35:05  103164681 Golden gate bridge construction.mp4
2014-10-22 18:35:11    4963821 Golden gate bridge.mp4
2014-10-22 18:35:13    4963821 Golden_gate_bridge.mp4
2014-10-22 18:35:14  103164681 Golden_gate_bridge_construction.mp4
2014-10-22 18:35:22    6225949 Gorillas.mp4
2016-06-16 16:16:19    4529270 Gov_LeRoy_Collins_Comments_on_Civil_Rights.mp4
2014-10-22 18:35:23    3900792 Government Camp Song.mp4
2014-10-22 18:35:25   18844695 Grand _Canyon.mp4
2014-10-22 18:35:27   38352689 Grand_Canyon_plane_view.mp4
2014-10-22 18:35:30   41777824 Grand_Canyon_rafting.mp4
2014-10-22 18:35:35    8917984 Grasslands.mp4
2014-10-22 18:35:36    1442170 Gravity_Well.mp4
2016-02-22 14:31:39   24384374 GrayCatbirdAtProspectPark.mp4
2016-02-22 14:35:30   24384374 GrayCatbirdAtProspectPark001.mp4
2014-10-22 18:35:37   26060676 Great Depression in color.mp4
2014-10-22 18:35:39    7159661 Great_Salt_Lake.mp4
2015-06-08 15:14:50  148635242 Greening-Citrus.mp4
2015-06-08 15:15:21  148635242 Greening-Citrus001.mp4
2014-10-22 18:35:43    5403816 GritodeIndependencia.mp4
2014-10-22 18:35:44   39788912 Growing Colonies.mp4
2016-05-20 13:03:18   53898408 Guatemala_Independence_Day.mp4
2014-10-22 18:35:47   18861153 Guerilla_Gardening-1.mp4
2014-10-22 18:35:48   18861153 Guerilla_Gardening-11.mp4
2014-10-22 18:35:50   13616094 Guerilla_Gardening.mp4
2014-10-22 18:35:55    4056876 Haircut.mp4
2014-10-22 18:35:55    5098638 Hajj.mp4
